#Organism/Name	TaxID	BioProject Accession	BioProject ID	Group	SubGroup	Size (Mb)	GC%	Assembly Accession	Replicons	WGS	Scaffolds	Genes	Proteins	Release Date	Modify Date	Status	Center	BioSample Accession
Haemonchus placei	6290	PRJEB509	261583	Animals	Roundworms	259.126	41	GCA_900617895.1	-	UZAF01	24923	21869	21425	2018/11/30	2018/11/30	Scaffold	Wellcome Trust Sanger Institute, Wellcome Genome Campus	SAMEA1034759
Mesocestoides corti	53468	PRJEB510	261584	Animals	Flatworms	117.182	41.5	GCA_900604375.1	-	UXSR01	7068	10612	10577	2018/11/16	2018/11/16	Scaffold	Wellcome Trust Sanger Institute, Wellcome Genome Campus	SAMEA1484839
Soboliphyme baturini	241478	PRJEB516	261589	Animals	Roundworms	218.333	40.4	GCA_900618415.1	-	UZAM01	22336	13174	13156	2018/11/30	2018/11/30	Scaffold	Wellcome Trust Sanger Institute, Wellcome Genome Campus	SAMEA1484840
Schistocephalus solidus	70667	PRJNA576252	576252	Animals	Flatworms	625.207	43.7	GCA_017591395.1	-	WEDG01	15357	-	-	2021/03/26	2021/03/26	Scaffold	Laval University	SAMN12984766
Lotmaria passim	1620387	PRJNA78249	78249	Protists	Kinetoplasts	32.813	53.5	GCA_000635995.1	-	AHIJ01	2801	-	-	2014/04/22	2015/03/11	Contig	DeRisi Lab - UCSF	SAMN02731756
Subanguina moxae	1120120	PRJDB3461	273935	Animals	Roundworms	90.131	38.1	GCA_000981365.1	-	BBSZ01	15010	-	-	2015/04/02	2015/04/02	Scaffold	Faculty of medicine, University of Miyazaki	SAMD00025064
Plasmodiophora brassicae	37360	PRJNA422793	422793	Protists	Other Protists	24.5596	58.6	GCA_003833335.1	-	POCA01	136	-	-	2018/11/26	2018/11/26	Scaffold	IGEPP	SAMN08196759
Balamuthia mandrillaris	66527	PRJNA286069	286069	Protists	Other Protists	67.6565	46.7932	GCA_001185145.1	mitochondrion MT:CM003363.1	LFUI01	1605	-	-	2015/07/22	2015/10/01	Scaffold	Robert Koch Institute	SAMN03764508
Macrostomum lignano	282301	PRJNA371498	371498	Animals	Flatworms	764.411	45.8	GCA_002269645.1	-	NIVC01	5269	49027	49018	2017/08/24	2017/08/24	Scaffold	University Medical Center Groningen	SAMN07173960
Perkinsela sp. CCAP 1560/4	1314962	PRJNA194468	194468	Protists	Kinetoplasts	9.4778	47	GCA_001235845.1	-	LFNC01	693	5252	5252	2015/08/05	2015/12/09	Scaffold	Dalhousie University	SAMN03490754
Triparma laevis f. inornata	1714386	PRJDB8243	625232	Protists	Other Protists	42.5735	49.8	GCA_012489335.1	-	BLQM01	902	-	-	2020/04/11	2022/08/06	Scaffold	Tohoku National Fisheries Research Institute, Fisheries Research Agency	SAMD00207278
Urostyla sp. PUJRC_G1	1615772	PRJNA274288	274288	Protists	Other Protists	42.6224	27.2	GCA_001272955.2	-	LASQ02	20244	-	-	2015/08/21	2015/12/23	Contig	HHMI JRC	SAMN03325310
Laurentiella sp. PUJRC_G5	1615773	PRJNA274293	274293	Protists	Other Protists	49.0415	28.8	GCA_001272975.2	-	LASS02	21383	-	-	2015/08/21	2015/12/23	Contig	HHMI JRC	SAMN03325317
Paraurostyla sp. PUJRC_G6	1615771	PRJNA274287	274287	Protists	Other Protists	57.1074	29.8	GCA_001272965.2	-	LASR02	25391	-	-	2015/08/21	2015/12/23	Contig	HHMI JRC	SAMN03325311
Tetmemena sp. SeJ-2015	1609942	PRJNA694964	694964	Protists	Other Protists	236.912	32.2	GCA_027382625.1	-	JAJKFJ01	28446	-	-	2022/12/27	2022/12/27	Contig	Columbia University	SAMN17582941
Leptomonas pyrrhocoris	157538	PRJNA313437	313437	Protists	Kinetoplasts	30.3799	56.6	GCA_001293395.1	-	LGTL01	60	10130	13893	2015/09/17	2022/05/27	Scaffold	NCBI	SAMN03702862
Leptomonas seymouri	5684	PRJNA285179	285179	Protists	Kinetoplasts	27.7642	55.6	GCA_001299535.1	-	LJSK01	1216	8597	8485	2015/09/25	2022/05/27	Scaffold	University of Ostrava	SAMN03741797
Phytophthora multivora	596104	PRJNA290840	290840	Protists	Other Protists	40.0622	51.9	GCA_001314345.1	-	LGSM01	2762	-	-	2015/10/14	2016/03/17	Scaffold	University of Exeter	SAMN03921836
Phytophthora pluvialis	1330343	PRJNA290686	290686	Protists	Other Protists	53.6211	54.2	GCA_001314425.1	-	LGTU01	4221	-	-	2015/10/14	2015/11/24	Scaffold	University of Exeter	SAMN03895999
Phytophthora agathidicida	1642459	PRJNA734652	734652	Protists	Other Protists	56.9963	53.1262	GCA_025722995.1	chromosome 1:CP106971.1; chromosome 2:CP106972.1; chromosome 3:CP106973.1; chromosome 4:CP106974.1; chromosome 5:CP106975.1; chromosome 6:CP106976.1; chromosome 7:CP106977.1; chromosome 8:CP106978.1; chromosome 9:CP106979.1; chromosome 10:CP106980.1; mitochondrion MT:CP106981.1	-	11	-	-	2022/10/17	2022/10/17	Chromosome	Massey University	SAMN19597867
Phytophthora taxon totara	1690101	PRJNA290788	290788	Protists	Other Protists	55.5809	51.6	GCA_001314375.1	-	LGSN01	4314	-	-	2015/10/14	2016/03/17	Scaffold	University of Exeter	SAMN03897384
Leishmania peruviana	5681	PRJEB7263	296965	Protists	Kinetoplasts	33.8902	53.2027	GCA_001403695.1	chromosome 0:LN609229.1; chromosome 1:LN609225.1; chromosome 2:LN609221.1; chromosome 3:LN609227.1; chromosome 4:LN609197.1; chromosome 5:LN609217.1; chromosome 6:LN609216.1; chromosome 7:LN609209.1; chromosome 8:LN609206.1; chromosome 9:LN609215.1; chromosome 10:LN609203.1; chromosome 11:LN609212.1; chromosome 12:LN609205.1; chromosome 13:LN609222.1; chromosome 14:LN609200.1; chromosome 15:LN609201.1; chromosome 16:LN609207.1; chromosome 17:LN609218.1; chromosome 18:LN609223.1; chromosome 19:LN609208.1; chromosome 20.1:LN609214.1; chromosome 20.2:LN609199.1; chromosome 21:LN609220.1; chromosome 22:LN609202.1; chromosome 23:LN609228.1; chromosome 24:LN609194.1; chromosome 25:LN609198.1; chromosome 26:LN609213.1; chromosome 27:LN609219.1; chromosome 28:LN609204.1; chromosome 29:LN609210.1; chromosome 30:LN609226.1; chromosome 31:LN609195.1; chromosome 32:LN609211.1; chromosome 33:LN609193.1; chromosome 34:LN609224.1; chromosome 35:LN609196.1	-	37	-	-	2015/09/17	2015/09/17	Chromosome	UFMG	SAMEA2767110
Peronospora tabacina	230439	PRJNA285243	285243	Protists	Other Protists	63.0659	34.8	GCA_002099245.1	-	NBSG01	4015	-	-	2017/04/18	2017/04/18	Scaffold	UC Davis Genome Center	SAMN03744138
Trichinella sp. T8	92180	PRJNA257433	257433	Animals	Roundworms	49.3318	33.6	GCA_001447745.1	-	JYDM01	4124	14919	18455	2015/11/24	2016/03/08	Scaffold	University of Melbourne	SAMN02949483
Pseudocohnilembus persalinus	266149	PRJNA275811	275811	Protists	Other Protists	55.4554	18.8	GCA_001447515.1	-	LDAU01	288	13179	13179	2015/11/24	2015/11/24	Scaffold	Institute of hydrobiology	SAMN03353580
Trichinella patagoniensis	990121	PRJNA257433	257433	Animals	Roundworms	49.7732	33.6	GCA_001447655.1	-	JYDQ01	6623	15319	19538	2015/11/24	2016/03/08	Scaffold	University of Melbourne	SAMN02949507
Trypanosoma equiperdum	5694	PRJEB11407	298712	Protists	Kinetoplasts	26.228	45.7	GCA_001457755.2	-	CZPT02	2026	8662	7668	2015/10/25	2016/10/05	Scaffold	ANSES	SAMEA3603120
Bodo saltans	75058	PRJEB10421	302869	Protists	Kinetoplasts	39.8644	51.6	GCA_001460835.1	-	CYKH01	2256	31674	18190	2015/11/19	2015/11/19	Scaffold	Wellcome Trust Sanger Institute, Wellcome Genome Campus	SAMEA880062
Aurantiochytrium sp. T66	1749249	PRJNA301203	301203	Protists	Other Protists	43.4294	61.2	GCA_001462505.1	-	LNGJ01	1847	-	-	2015/12/09	2016/05/25	Scaffold	ThraustoEng	SAMN04231178
Phytophthora nicotianae	4790	PRJNA389504	389504	Protists	Other Protists	59.045	49.1	GCA_003328465.1	-	NIOD01	2004	-	-	2018/07/19	2018/07/19	Scaffold	Tobacco research institute of Chinese Academy of Agricultural Sciences	SAMN07200924
Condylostoma magnum	40633	PRJEB48875	811078	Protists	Other Protists	50.4355	31	GCA_920105805.1	-	CAKKTI01	28429	-	-	2022/03/03	2022/03/03	Scaffold	MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	SAMEA10759930
Plasmopara halstedii	4781	PRJEB6932	299043	Protists	Other Protists	75.3218	45.8	GCA_900000015.1	-	CCYD01	3162	15459	15459	2015/10/18	2016/06/23	Scaffold	LOEWE Excellence Cluster for Integrative Fungal Research (IPF), Biodiversity and Climate Research Center, Senckenberg Gesellschaft f.r Naturforschung, and Goethe University Frankfurt am Main	SAMEA2781508
Pythium oligandrum	41045	PRJNA731617	731617	Protists	Other Protists	39.1014	53.3	GCA_020085045.1	-	JAHRIK01	71	-	-	2021/09/21	2021/09/21	Scaffold	Gansu Academy of Sciences	SAMN19291791
Ditylenchus destructor	166010	PRJNA800207	800207	Animals	Roundworms	139.411	37.4	GCA_022814885.1	-	JAKKPZ01	1236	21600	21283	2022/04/04	2022/04/04	Contig	The Institute of Vegetables and Flowers CAAS	SAMN25235951
Sphaeroforma sirkka	1618205	PRJNA305168	305168	Protists	Other Protists	125.635	40.2034	GCA_001586965.3	mitochondrion MT:CM010750.1	LUCW03	2688	-	-	2016/03/11	2018/09/21	Contig	University of Alaska Fairbanks	SAMN04318421
Cryptosporidium baileyi	27987	PRJNA222835	222835	Protists	Apicomplexans	8.49364	24.2	GCA_001593455.1	-	JIBL01	145	-	-	2016/03/17	2017/11/28	Contig	IGS	SAMN02382006
Lotharella oceanica	641309	PRJNA260937	260937	Protists	Other Protists	0.683589	32.79	GCA_000698435.2	chromosome 1:CP006627.1; chromosome 2:CP006628.1; chromosome 3:CP006629.1; plastid Pltd:KF438023.1	-	4	748	668	2014/06/05	2014/06/05	Chromosome	NCBI	SAMN02228105
Pilasporangium apinafurcum	1635159	PRJDB3797	313894	Protists	Other Protists	37.4447	43.9	GCA_001600495.1	-	BCKE01	280	-	-	2016/03/01	2016/03/01	Scaffold	RIKEN Center for Life Science Technologies, Division of Genomic Technologies	SAMD00028700
Tieghemostelium lacteum	361077	PRJNA305239	305239	Protists	Other Protists	23.3757	29.8	GCA_001606155.1	-	LODT01	54	10282	10225	2016/04/04	2018/01/03	Contig	University of Cologne	SAMN04320757
Dirofilaria repens	31241	PRJNA527192	527192	Animals	Roundworms	99.5786	27.6	GCA_008729115.1	-	SNRZ01	915	-	-	2019/09/30	2019/09/30	Contig	ETH/UZH	SAMN11130315
Haemoproteus tartakovskyi	707206	PRJNA309868	309868	Protists	Apicomplexans	23.209	24.9018	GCA_001625125.1	mitochondrion MT:CM004177.1	LSRZ01	2983	-	-	2016/04/20	2016/04/24	Scaffold	BioCI	SAMN04441127
Globodera rostochiensis	31243	PRJNA695196	695196	Animals	Roundworms	92.6828	38.9	GCA_018350325.1	-	JAEVLN01	88	-	-	2021/05/13	2021/05/13	Scaffold	Wageningen University and Research	SAMN17613196
Caenorhabditis nigoni	1611254	PRJNA917437	917437	Animals	Roundworms	128.509	37.7002	GCA_027920645.1	chromosome I:CP115864.1; chromosome II:CP115865.1; chromosome III:CP115866.1; chromosome IV:CP115867.1; chromosome V:CP115868.1; chromosome X:CP115869.1	-	6	-	-	2023/01/19	2023/01/19	Chromosome	Hong Kong Baptist University	SAMN32595025
Prorocentrum minimum	39449	PRJNA271046	271046	Protists	Other Protists	29.349	-	GCA_001652855.1	-	JXLM01	16577	-	-	2016/05/26	2016/05/26	Contig	Sangmyung University	SAMN03272508
Uroleptopsis citrina	693449	PRJNA319592	319592	Protists	Other Protists	32.3472	-	GCA_001653735.1	macronuclear:LXJT00000000.1	LXJT01	42418	-	-	2016/05/31	2016/05/31	Contig	Institute of Evolution & Marine Biodiversity, Ocean University of China, Qingdao 266003, China	SAMN04901492
Eukaryota sp.	1928008	PRJNA810309	810309	Protists	Other Protists	29.4891	50.4	GCA_029299945.1	-	DAGXHJ01	76	-	-	2023/03/20	2023/03/20	Scaffold	Helmholtz Centre for Environmental Research - UFZ	SAMN26303038
Diplonema papillatum	91374	PRJNA301207	301207	Protists	Other Protists	107.915	-	GCA_001655075.1	-	LMZG01	39413	-	-	2016/06/02	2016/06/02	Contig	Juntendo University, Tokyo	SAMN04241767
Plasmodium ovale wallikeri	864142	PRJEB12679	317846	Protists	Apicomplexans	35.6548	28.9	GCA_900088485.1	-	FLRD01	1914	8571	8421	2016/06/16	2016/06/16	Scaffold	King Abdullah University of Science and Technology	SAMEA3867551
Plasmodium malariae	5858	PRJEB14392	336501	Protists	Apicomplexans	33.618	24.3838	GCA_900090045.1	chromosome 1:NC_041775.1/LT594622.1; chromosome 2:NC_041776.1/LT594623.1; chromosome 3:NC_041777.1/LT594624.1; chromosome 4:NC_041778.1/LT594625.1; chromosome 5:NC_041779.1/LT594626.1; chromosome 6:NC_041780.1/LT594627.1; chromosome 7:NC_041781.1/LT594628.1; chromosome 8:NC_041782.1/LT594629.1; chromosome 9:NC_041783.1/LT594630.1; chromosome 10:NC_041784.1/LT594631.1; chromosome 11:NC_041785.1/LT594632.1; chromosome 12:NC_041786.1/LT594633.1; chromosome 13:NC_041787.1/LT594634.1; chromosome 14:NC_041788.1/LT594635.1; mitochondrion MIT:LT594637.1; apicoplast Pltd:NC_031401.1/; apicoplast API:LT594636.1	FLRL01	62	6744	5960	2016/09/23	2016/09/23	Chromosome	WELLCOME SANGER INSTITUTE	SAMEA3923181
Halocafeteria seosinensis	357350	PRJNA301433	301433	Protists	Other Protists	44.6208	46.9	GCA_001687465.1	-	LVLI01	8058	-	-	2016/07/19	2016/07/19	Contig	Dalhousie University	SAMN04576703
Phytophthora sp. ST_20190627	2750334	PRJNA640137	640137	Protists	Other Protists	75.826	51	GCA_014706145.1	-	JACBOU01	278	-	-	2020/09/23	2020/09/23	Contig	United States Department of Agriculture	SAMN15299851
Globodera ellingtonae	1517492	PRJNA308318	308318	Animals	Roundworms	105.965	36.4	GCA_001723225.1	-	MEIZ01	2246	-	-	2016/09/12	2016/09/12	Scaffold	Oregon State University	SAMN04393202
Rhizaria sp. SCN 62-66	1660234	PRJNA279279	279279	Protists	Other Protists	34.9165	61.9	GCA_001724265.1	-	MEDY01	714	-	-	2016/09/13	2016/09/13	Scaffold	Banfield Lab, University of California, Berkeley	SAMN03652444
Paramoeba pemaquidensis	180228	PRJNA194468	194468	Protists	Other Protists	34.387	-	GCA_002151225.1	-	MUHK01	9329	-	-	2017/05/19	2017/05/19	Scaffold	Dalhousie University	SAMN01992780
Phytomonas francai	1902498	PRJNA343003	343003	Protists	Kinetoplasts	17.722	47.7	GCA_001766655.1	-	MJCC01	96	-	-	2016/10/14	2016/10/14	Scaffold	University of Oxford	SAMN05771589
Cryptosporidium ubiquitum	857276	PRJNA534291	534291	Protists	Apicomplexans	8.97021	30.8	GCA_001865345.1	-	LRBP01	39	3766	3766	2016/11/03	2016/11/03	Scaffold	NCBI	SAMN02768023
Cryptosporidium andersoni	117008	PRJNA354069	354069	Protists	Apicomplexans	9.08856	28.5	GCA_001865355.1	-	LRBS01	135	3904	3876	2016/11/03	2016/11/03	Scaffold	NCBI	SAMN04417240
Phytophthora x alni	299392	PRJNA190823	190823	Protists	Other Protists	236	51.3	GCA_000439335.1	-	AUPN01	118474	-	-	2013/07/22	2017/03/30	Scaffold	Tree Aggressors Identification using Genomic Approaches	SAMN02178788
Tritrichomonas foetus	1144522	PRJNA345179	345179	Protists	Other Protists	67.5857	30.1	GCA_001839685.1	-	MLAK01	1480	25336	25030	2016/10/25	2016/10/25	Scaffold	LNCC	SAMN05864072
Moneuplotes crassus	5936	PRJNA329413	329413	Protists	Other Protists	58.5666	36.9	GCA_001880385.1	-	MECR01	56587	-	-	2016/11/17	2016/11/17	Contig	Brigham and Women's Hospital	SAMN05412464
Euplotes focardii	36767	PRJNA329414	329414	Protists	Other Protists	49.2749	31.7	GCA_001880345.2	-	MJUV02	31114	-	-	2016/11/17	2021/09/21	Scaffold	Brigham and Women's Hospital	SAMN05412809
Plasmodium brasilianum	5824	PRJNA810024	810024	Protists	Apicomplexans	31.4093	24.9691	GCA_023973825.1	chromosome 1:CM043769.1; chromosome 2:CM043770.1; chromosome 3:CM043771.1; chromosome 4:CM043772.1; chromosome 5:CM043773.1; chromosome 6:CM043774.1; chromosome 7:CM043775.1; chromosome 8:CM043776.1; chromosome 9:CM043777.1; chromosome 10:CM043778.1; chromosome 11:CM043779.1; chromosome 12:CM043780.1; chromosome 13:CM043781.1; chromosome 14:CM043782.1; mitochondrion MT:CM043783.1; apicoplast Pltd:CM043784.1	JAMQJU01	45	11458	11183	2022/06/28	2022/06/29	Chromosome	Centers for Disease Control and Prevention	SAMN26224112
Sclerospora graminicola	162130	PRJNA325098	325098	Protists	Other Protists	299.901	47.2	GCA_001887855.2	-	MIQA02	26786	-	-	2016/12/01	2017/04/05	Scaffold	University of Mysore	SAMN05219233
Stramenopiles sp. TOSAG23-2	1735743	PRJEB6603	253557	Protists	Other Protists	32.8372	32.5	GCA_900128395.1	-	FQSF01	9146	-	-	2016/11/25	2016/11/25	Scaffold	Genoscope	SAMEA3727697
Stramenopiles sp. TOSAG23-6	1735747	PRJEB6603	253557	Protists	Other Protists	21.1214	34	GCA_900128565.1	-	FQSH01	6236	-	-	2016/11/25	2016/11/25	Scaffold	Genoscope	SAMEA3727694
Pythium periplocum	82946	PRJNA356684	356684	Protists	Other Protists	35.8865	53.7	GCA_001922765.1	-	MRVE01	1043	-	-	2016/12/28	2017/03/22	Scaffold	Sveriges lantbruksuniversite	SAMN06118650
Girardia tigrina	6162	PRJNA338117	338117	Animals	Flatworms	1428.15	27.3	GCA_001938485.1	-	MQRK01	255254	-	-	2017/01/06	2017/01/06	Scaffold	University of Oxford	SAMN05521419
Symbiodinium microadriaticum	2951	PRJNA292355	292355	Protists	Other Protists	808.227	46.6	GCA_001939145.1	-	LSRX01	9688	48464	43403	2017/01/06	2017/02/10	Scaffold	KAUST	SAMN03975613
Stentor coeruleus	5963	PRJNA352242	352242	Protists	Other Protists	77.8312	29.6	GCA_001970955.1	-	MPUH01	2628	31426	31426	2017/01/25	2017/01/25	Contig	University of California, San Francisco	SAMN05968724
Spongospora subterranea	70186	PRJEB26377	479641	Protists	Other Protists	28.0849	45.4	GCA_900404475.1	-	OUQQ01	2340	-	-	2018/07/04	2018/07/04	Scaffold	SWEDISH UNIVERSITY OF AGRICULTURAL SCIENCES (SLU)	SAMEA4603161
Creolimax fragrantissima	470921	PRJNA377365	377365	Protists	Other Protists	44.808	40.3	GCA_002024145.1	-	MWQC01	80	-	-	2017/03/09	2017/03/09	Scaffold	IBE CSIC-UPF	SAMN06460917
Acanthamoeba comandoni	65659	PRJNA354221	354221	Protists	Other Protists	86.2147	43.7	GCA_002025285.1	-	MRZZ01	57594	-	-	2017/03/13	2017/03/13	Contig	AIT Austrian Institute of Technology	SAMN06054173
Protostelium mycophagum	472931	PRJNA378938	378938	Protists	Other Protists	39.718	42.2	GCA_002081555.1	-	MZNV01	2577	-	-	2017/04/06	2017/04/06	Scaffold	University of Cologne	SAMN06563809
Phytophthora cactorum	29920	PRJNA383548	383548	Protists	Other Protists	65.9597	51	GCA_016864655.1	-	NHQK01	194	29551	29905	2021/02/11	2021/02/11	Contig	NIAB-East Malling Research	SAMN06766401
Trypanosoma theileri	67003	PRJNA534293	534293	Protists	Kinetoplasts	29.8222	41.4	GCA_002087225.1	-	NBCO01	319	11312	11312	2017/04/12	2017/04/12	Scaffold	NCBI	SAMN03296061
Entodinium caudatum	47911	PRJNA380643	380643	Protists	Other Protists	117.069	20.9	GCA_002087855.3	-	NBJL03	12348	-	-	2017/04/12	2021/04/01	Scaffold	The Ohio State University	SAMN06645420
Babesia sp. Xinjiang	462227	PRJNA534284	534284	Protists	Apicomplexans	8.44754	43.9	GCA_002095265.1	-	MBFZ01	215	3106	3066	2017/04/18	2017/04/18	Scaffold	NCBI	SAMN05389972
Thraustochytrium sp. TN22	2736650	PRJNA632979	632979	Protists	Other Protists	39.2684	66.3	GCA_013306675.1	-	JABLUY01	2074	-	-	2020/06/09	2020/06/09	Scaffold	Institute of Biotechnology, Vietnam Academy of Science and Technology	SAMN14929581
Plasmodium gonderi	77519	PRJDB5590	386991	Protists	Apicomplexans	33.0063	27.1	GCA_002157705.1	-	BDQF01	743	6010	5916	2017/05/17	2017/07/29	Scaffold	Osaka University	SAMD00076127
Rostrostelium ellipticum	361140	PRJEB14640	359657	Protists	Other Protists	62.1602	54.6	GCA_900092235.1	-	FLTD01	10327	-	-	2017/01/02	2017/01/02	Scaffold	Cell and Developmental Biology	SAMEA4059175
Synstelium polycarpum	361085	PRJEB14640	359657	Protists	Other Protists	62.2201	48.1	GCA_900092255.1	-	FLTE01	14005	-	-	2017/01/02	2017/01/02	Scaffold	Cell and Developmental Biology	SAMEA4059177
Coremiostelium polycephalum	142831	PRJEB14640	359657	Protists	Other Protists	48.621	38	GCA_900092265.1	-	FLTC01	7774	-	-	2017/01/02	2017/01/02	Scaffold	Cell and Developmental Biology	SAMEA4059178
Cavenderia deminutiva	361123	PRJEB14640	359657	Protists	Other Protists	45.8015	43.2	GCA_900092275.1	-	FLTF01	13382	-	-	2017/01/02	2017/01/02	Scaffold	Cell and Developmental Biology	SAMEA4059179
Acytostelium leptosomum	133408	PRJEB14640	359657	Protists	Other Protists	57.2568	-	GCA_900092245.1	-	FLTG01	28227	-	-	2017/01/02	2017/01/02	Scaffold	Cell and Developmental Biology	SAMEA4059176
Oscheius tipulae	141969	PRJNA644888	644888	Animals	Roundworms	60.9232	44.6385	GCA_013425905.1	chromosome I:CP059028.1; chromosome II:CP059029.1; chromosome III:CP059030.1; chromosome IV:CP059031.1; chromosome V:CP059032.1; chromosome X:CP059033.1; mitochondrion MT:CP059034.1	-	7	-	-	2020/07/20	2020/07/20	Chromosome	Wellcome Sanger Institute	SAMN15480678
Diploscapter coronatus	288516	PRJDB3143	316421	Animals	Roundworms	170.492	37.4	GCA_002207785.1	-	BBTA01	520	-	-	2017/06/07	2017/06/07	Scaffold	NIG	SAMD00025087
Phytophthora megakarya	4795	PRJNA318028	318028	Protists	Other Protists	101.505	48.7	GCA_002215365.1	-	NBNE01	24039	39108	34804	2017/07/06	2018/01/25	Scaffold	Beltsville Agricultural Research Center	SAMN04632436
Crithidia bombi	288676	PRJEB21108	434943	Protists	Kinetoplasts	32.0384	55.2	GCA_900240985.1	-	OESO01	206	-	-	2018/02/20	2018/02/20	Scaffold	GENETIC DIVERSITY CENTRE	SAMEA104111784
Peronospora effusa	542832	PRJNA745455	745455	Protists	Other Protists	58.5784	48.5656	GCA_021491655.1	chromosome 1:CP090800.1; chromosome 2:CP090802.1; chromosome 3:CP090803.1; chromosome 4:CP090816.1; chromosome 5:CP090804.1; chromosome 6:CP090813.1; chromosome 7:CP090805.1; chromosome 8:CP090806.1; chromosome 9:CP090807.1; chromosome 10:CP090811.1; chromosome 11:CP090812.1; chromosome 12:CP090808.1; chromosome 13:CP090809.1; chromosome 14:CP090801.1; chromosome 15:CP090814.1; chromosome 16:CP090815.1; chromosome 17:CP090810.1	-	17	17147	9671	2022/01/17	2022/01/17	Chromosome	UC Davis Genome Center	SAMN20203776
Caenorhabditis latens	1503980	PRJNA248912	248912	Animals	Roundworms	120.373	38.5	GCA_002259235.3	chromosome 1:CM056092.1; chromosome 2:CM056093.1; chromosome 3:CM056094.1; chromosome 4:CM056095.1; chromosome 5:CM056096.1; chromosome X:CM056097.1; mitochondrion MT:CM056134.1	NIPN03	38	-	-	2017/08/18	2023/04/07	Chromosome	University of Oregon	SAMN02803907
Lagenidium giganteum	4803	PRJNA379109	379109	Protists	Other Protists	126.261	39.1	GCA_002286825.1	-	NSDO01	2779	-	-	2017/09/06	2017/09/06	Scaffold	Sveriges lantbruksuniversite	SAMN06579318
